IssuedYear,IssuedMonth,LoanAmt,EmpLength,Purpose,State,DTI,FICO
2009,Jan,10000.0,10,help pay of debt,WA,13.41,665
2009,Jan,15000.0,4,Consolidate Debt,SC,-1.0,111
2009,Jan,5000.0,6,Consolidation,MA,34.72,508
2009,Jan,10000.0,2,Credit Card,FL,30.58,637
2009,Jan,15000.0,2,debt consolidation,OH,11.55,677
2009,Jan,7500.0,1, ,CA,99999.0,111
2009,Jan,15000.0,2,REFINANCING 2002 MER GRAND GS ,NV,12.73,646
2009,Jan,7000.0,1, ,AL,20.46,654
2009,Jan,2000.0,3,Student Loan,NJ,0.0,579
2009,Jan,1000.0,2,Electric wheelchair Purchase,CA,4.9,481
2009,Jan,6000.0,10,Daily work car purchase,MD,0.0,691
2009,Jan,6000.0,1,Please help Young Professional With Debt,MD,6.72,627
2009,Jan,8000.0,1,getting things combined / taken care of,MN,-1.0,111
2009,Jan,7500.0,2,Consolidate CC & student loan,FL,17.25,592
2009,Jan,10000.0,1, ,PA,18.8,680
2009,Jan,7500.0,1,moving back to alaska from california,CA,39.0,513
2009,Jan,15000.0,10,BILL PAYMENTS,FL,12.72,627
2009,Jan,10000.0,9,small business upgrade,MN,12.57,507
2009,Jan,5000.0,6,Guy's,WI,14.71,458
2009,Jan,1000.0,1,moving out,OH,94.15,557
2009,Jan,12000.0,1,stating a business ,WI,615.6,573
2009,Jan,10000.0,10,credit cards ugh,VA,39.05,668
2009,Jan,15000.0,10,business loan,NM,3.3,689
2009,Jan,5000.0,1,Need Loan For New Home,FL,-1.0,111
2009,Jan,10000.0,1,Debt Consolidation,CA,17.38,600
2009,Jan,1200.0,1,Preventing eviction,RI,11.4,465
2009,Jan,2000.0,1,Help,NY,25.03,457
2009,Jan,1500.0,1,Dallas' Loan,TX,-1.0,111
2009,Jan,4000.0,4, ,OH,36.98,666
2009,Jan,12000.0,1,Debt Go Away Loan,VA,25.53,663
2009,Jan,15000.0,4,emergency,TX,29.74,453
2009,Jan,1500.0,6, ,OH,0.0,686
2009,Jan,23000.0,2, ,NJ,23.93,651
2009,Jan,15000.0,1, ,PA,40.92,690
2009,Jan,2250.0,3,Mobile Soup Kitchen,CA,0.55,657
2009,Jan,15000.0,1,Would like to refinance my credit cards,CA,27.67,684
2009,Jan,15000.0,10,sustain 20 year old business.,CA,13.07,643
2009,Jan,1500.0,9,my loan,NY,29.78,576
2009,Jan,1000.0,4,plz loan,NV,0.0,450
2009,Jan,10000.0,2, ,CA,28.13,654
2009,Jan,15000.0,1,Need to refinance 20+% credit cards,GA,53.72,701
2009,Jan,2000.0,7, ,CA,7.55,562
2009,Jan,10000.0,4,church project advance,KS,24.06,525
2009,Jan,10000.0,10,funding fionnaur,NJ,4.98,588
2009,Jan,7500.0,2,Consolidate for my future.,OH,27.12,694
2009,Jan,12200.0,2, ,PA,99999.0,111
2009,Jan,8300.0,1,Student Loan,AZ,0.0,480
2009,Jan,15000.0,2,A loan you can feel confident making!,OH,20.32,747
2009,Jan,10000.0,1, ,RI,30.29,659
2009,Jan,7500.0,1,Webbiz loan,MO,13.33,726
2009,Jan,20000.0,10, ,TX,8.29,629
2009,Jan,1000.0,10,new refridgerator,CA,0.0,384
2009,Jan,3000.0,10, ,CA,0.37,720
2009,Jan,15000.0,1, ,NY,11.03,636
2009,Jan,2500.0,9,Home Refinance,CO,7.54,491
2009,Jan,4000.0,3,Help Dawn,NY,8.24,576
2009,Jan,19000.0,4, ,OH,34.65,725
2009,Jan,1500.0,2,Personal,VA,1.25,595
2009,Jan,6000.0,5,Help Me Conquer CC Debt,CA,51.6,627
2009,Jan,20000.0,1, ,MO,39.84,720
2009,Jan,3000.0,2,taxes,GA,10.5,413
2009,Jan,3125.0,4,AC Unit Purchase,AL,32.52,675
2009,Jan,13000.0,3,Loan for car needed,IL,0.0,111
2009,Jan,1000.0,3,Help Pay Unpaid Bills,IL,13.15,437
2009,Jan,1000.0,5,Credit Card Payoff,CA,-1.0,111
2009,Jan,1000.0,1,I need money for rent/pay back with tax$,WI,0.0,111
2009,Jan,20000.0,2, ,KY,99999.0,111
2009,Jan,15000.0,1,Debt Consolidation and Re-finance,CO,22.2,704
2009,Jan,1500.0,10,save me from payday loans,OK,12.02,468
2009,Jan,5025.0,10,get me out of debt!!!,RI,8.19,492
2009,Jan,7000.0,1,jill's education,CO,47.66,744
2009,Jan,5000.0,9, Enagement Ring,MD,35.59,689
2009,Jan,1000.0,1,Loan for rent payment,MA,22.4,534
2009,Jan,10000.0,6, ,TX,0.0,681
2009,Jan,5000.0,7, ,KS,22.89,669
2009,Jan,15000.0,7,Debt Consolidation,CA,21.1,704
2009,Jan,10000.0,10,Debt,TX,10.04,607
2009,Jan,1000.0,10,Education Loan: Books and Expenses,MD,37.01,776
2009,Jan,10000.0,5, ,NY,24.6,651
2009,Jan,15000.0,1,Settling down,CA,33.32,561
2009,Jan,12000.0,10,Roof Replacement,FL,-1.0,111
2009,Jan,2500.0,5,Debt Consolidation,MA,3.2,565
2009,Jan,5000.0,10,Ron bill payer,OH,3.62,476
2009,Jan,15000.0,10,Tax Debt Payoff,FL,5.46,709
2009,Jan,7500.0,1,Used Car Purchase,AL,1.5,680
2009,Jan,1000.0,2,HELP I need to pay my rent,MD,9.96,516
2009,Jan,2000.0,1,Want to expand culinary education,PA,30.6,467
2009,Jan,1000.0,1,Security deposit ,VA,0.0,521
2009,Jan,15000.0,6,Hello,CA,20.36,706
2009,Jan,1500.0,2,Need A Car,NY,2.23,606
2009,Jan,1000.0,2,I need a reliable vehicle,NY,-1.0,111
2009,Jan,12000.0,10,Salvation,CA,20.96,576
2009,Jan,15000.0,3,Troy Strong,UT,10.49,647
2009,Jan,8000.0,2, ,TX,3.86,721
2009,Jan,1500.0,1,to restart business,NV,0.0,111
2009,Jan,2000.0,1,For an apartment,FL,0.0,111
2009,Jan,15000.0,1,Dedt Consolidation,NY,27.77,693
2009,Jan,6000.0,6,Credit Debt,CA,10.2,719
2009,Jan,11000.0,8, ,MA,9.3,657
2009,Jan,15000.0,1,wedding plans,SD,10.98,111
2009,Jan,15000.0,5,personal ,RI,43.2,672
2009,Jan,6500.0,9,Starting A New Business,FL,18.88,484
2009,Jan,15000.0,4,Shareholder Loan,CA,5.33,636
2009,Jan,10000.0,1,debt free in 09,AK,7.82,436
2009,Jan,1000.0,4,Paying down high rate credit cards,VA,24.96,680
2009,Jan,15000.0,9,Virginia School of the Arts,OR,7.13,496
2009,Jan,10000.0,2,Refinancing Credit Card,CA,12.85,620
2009,Jan,2000.0,1,need a car,FL,-1.0,111
2009,Jan,2500.0,3,credit refinance,FL,19.02,588
2009,Jan,15000.0,1,Auto Loan,OR,2.41,714
2009,Jan,2000.0,1,Home Improvement,MO,40.21,744
2009,Jan,2000.0,10,Personal Loan,NY,44.16,620
2009,Jan,4000.0,1,personal,MD,12.08,547
2009,Jan,2000.0,8,medical,AR,-1.0,111
2009,Jan,10000.0,2,F.L.E.X. Clothing LLC start up,MD,0.0,534
2009,Jan,15000.0,4, ,PA,66.2,688
2009,Jan,8500.0,10,pay off high intrest rate credit cards,IL,19.78,662
2009,Jan,10000.0,1,boost home based export  business,FL,10.87,643
2009,Jan,2500.0,1,Just getting started,RI,0.0,111
2009,Jan,2500.0,6,lsali309,FL,13.78,727
2009,Jan,15000.0,5,Buy into Heits Building Services ,OH,9.6,526
2009,Jan,10000.0,6,Paying off Debt to buy a house,OH,17.9,464
2009,Jan,15000.0,10,Marriot Aruba Vacation Club Unit,NJ,-1.0,111
2009,Jan,5000.0,6,A Leg Up On A Fresh Start,NJ,7.16,580
2009,Jan,3500.0,9,pay one instead of 6,KY,11.91,468
2009,Jan,1000.0,10,Cash Flow,AZ,14.12,633
2009,Jan,8000.0,10,Personal loan ,AZ,5.95,734
2009,Jan,2000.0,1,Personal loan,IL,-1.0,111
2009,Jan,10000.0,1,Consolidation,NY,5.19,636
2009,Jan,6000.0,10, ,FL,17.93,615
2009,Jan,8000.0,6,Need help getting back on my feet,OH,34.86,598
2009,Jan,1000.0,1,car,FL,0.0,111
2009,Jan,15000.0,10,Investor Wanted for Used Car Dealership,TX,0.0,483
2009,Jan,5000.0,4, ,VA,26.61,709
2009,Jan,12500.0,8,paying off all bills and and getting on ,OH,14.66,583
2009,Jan,8000.0,10,vacation plans,OH,0.0,111
2009,Jan,10000.0,1,ariane's loan,MN,0.0,507
2009,Jan,10000.0,5,My Rate was Hiked Sky High!,MA,10.7,743
2009,Jan,4500.0,1,Emergency Vehicle In Need,NY,32.6,472
2009,Jan,7000.0,2,Debt Consolidation / Medical Bills,WI,6.0,471
2009,Jan,2000.0,1,Taking my house solar,WI,0.0,475
2009,Jan,15000.0,10,consolidating debt after medical expense,UT,8.04,111
2009,Jan,15000.0,4,Marketing and Promo for Restaurant,MD,12.61,638
2009,Jan,1500.0,10,Pay Off Credit Card Debt,OH,13.24,636
2009,Jan,12000.0,1,Help me strike back against unfair APRs,NY,17.47,621
2009,Jan,15000.0,8,Consolidate debt,TX,14.06,663
2009,Jan,2000.0,1,Business ,FL,6.3,710
2009,Jan,5000.0,1,Bike Loan,IL,3.44,629
2009,Jan,10000.0,1,Get rid of debt!,WA,17.78,656
2009,Jan,10000.0,4, ,KS,18.88,657
2009,Jan,13000.0,1,motorcycle,IL,-1.0,111
2009,Jan,5000.0,5,personal loan,NY,5.69,499
2009,Jan,7500.0,1,Educational Supplement Loan,DC,3.81,665
2009,Jan,1000.0,1,I need help getting a car!,AR,0.0,483
2009,Jan,10000.0,10,New start loan,PA,0.0,556
2009,Jan,7000.0,2,need help to get back on track and pay!,CA,-1.0,111
2009,Jan,10000.0,1,Multipurpose Loan (Consolidate debt),IL,10.8,645
2009,Jan,7500.0,3,Christopher troop,FL,13.45,510
2009,Jan,5200.0,3,Saving my Education,FL,17.1,665
2009,Jan,10000.0,4,Pay Off Misc. Credit Cards,CA,16.85,746
2009,Jan,15000.0,6,Consolidate Debt,TX,18.51,713
2009,Jan,15000.0,1,Fresh Start,FL,31.29,483
2009,Jan,6000.0,5,Debt Consolidation,NV,33.64,510
2009,Jan,12000.0,4,6 Sigma,TX,12.37,691
2009,Jan,10000.0,10,Pay off Debt,CA,12.28,621
2009,Jan,5000.0,3,IN DESPERATE NEED FOR A CAR,CA,1.8,562
2009,Jan,5000.0,10,My Loan,AL,274.18,477
2009,Jan,10000.0,1,Debt Consolidation loan,CA,50.82,607
2009,Jan,2000.0,4,"2,000 JMM",NY,14.86,615
2009,Jan,1500.0,2,I need to pay for my dog surgery,MD,1.96,401
2009,Jan,7500.0,5,Marie Troop,FL,7.75,475
2009,Jan,3000.0,8,freedom from debt,WA,5.45,526
2009,Jan,3000.0,8,I miss my things,WA,2.53,514
2009,Jan,4000.0,7,Loan to pay off Credit Card Debt.,IL,49.83,671
2009,Jan,10000.0,1,Small Business Loan,TX,0.0,111
2009,Jan,4000.0,2,High Interest Debt Consolidation,CA,46.5,622
2009,Jan,10000.0,6,to buy my first home,OH,1.36,585
2009,Jan,9700.0,2,School Loan,CA,25.5,633
2009,Jan,6000.0,2,Would like to get a loan!,LA,-1.0,111
2009,Jan,15000.0,8,Improvements,NV,15.41,571
2009,Jan,10000.0,7,Pay off Credit Cards,IL,31.9,671
2009,Jan,5000.0,1,debt destruction fund,CA,20.9,667
2009,Jan,10000.0,4,Moving,FL,1.85,415
2009,Jan,4000.0,1,Car needs repairs,NH,83.23,533
2009,Jan,10000.0,2,new merchandise and equipment,IL,16.46,592
2009,Jan,1000.0,10,Need to pay medical bills,MT,103.31,591
2009,Jan,10000.0,1, ,VA,39.6,661
2009,Jan,5000.0,7,Need a Vehicle. ,TX,11.25,536
2009,Jan,3500.0,10,Personal Loan,CA,12.03,502
2009,Jan,10000.0,8,Landscaping company expansion,TX,26.84,687
2009,Jan,18250.0,4, ,AL,99999.0,111
2009,Jan,5000.0,1,Want a home,WA,0.0,791
2009,Jan,5000.0,10, ,MI,38.28,663
2009,Jan,20000.0,1, ,AZ,12.06,656
2009,Jan,15000.0,1,Need to reign in bloated CC Debt,OH,41.75,646
2009,Jan,20000.0,10, ,TX,16.96,649
2009,Jan,5000.0,1,getting all credit together,OH,11.29,577
2009,Jan,3000.0,1,Personal,WA,10.19,489
2009,Jan,5000.0,2,Credit card debts refinancing,OR,28.17,682
2009,Jan,18800.0,1, ,UT,73.1,737
2009,Jan,1400.0,1,Part-Time Student Loan,NJ,17.18,636
2009,Jan,15000.0,1,Consolidation,TX,27.98,680
2009,Jan,20000.0,1,Help me get Married,MI,15.49,659
2009,Jan,6500.0,1, ,HI,0.0,729
2009,Jan,15000.0,1, ,CA,3.32,707
2009,Jan,1000.0,4,Business loan,OR,1.05,588
2009,Jan,7000.0,4,Consolidate Debt For Stability,GA,23.69,534
2009,Jan,15000.0,8,consolidation,OK,31.24,513
2009,Jan,15000.0,6,Credit Card Payoff,MN,7.72,594
2009,Jan,10000.0,3,Need Car for Transportation,FL,5.4,631
2009,Jan,5000.0,3,Fresh Start Loan,PA,26.12,509
2009,Jan,6500.0,5,Requesting help with wedding deposits,CA,17.71,582
2009,Jan,5000.0,1,Pay Down Credit Cards to Improve Credit,UT,7.59,593
2009,Jan,4000.0,5, ,KY,9.06,751
2009,Jan,15000.0,1,Debt Consolidation,CA,5.74,633
2009,Jan,5000.0,3,Need to consolidate debt,CA,22.35,554
2009,Jan,15000.0,10,Put American Express to bed,WA,-1.0,111
2009,Jan,5500.0,1,Student loan,AZ,0.0,111
2009,Jan,2500.0,10,College Tuition,MD,14.31,751
2009,Jan,15000.0,8,Consolidate debt,NV,11.52,667
2009,Jan,15000.0,1,Consolidating our past debts.,VA,51.04,703
2009,Jan,5000.0,2,IN DIRE NEED OF SUPPORT!,CA,0.0,111
2009,Jan,1000.0,1,In need of a loan for college!,IL,1.64,111
2009,Jan,4000.0,1, ,MD,99999.0,111
2009,Jan,4500.0,9,Auto Body Repairs,SC,13.0,431
2009,Jan,10000.0,3,Debt consolidation,CA,30.39,663
2009,Jan,6500.0,2,Home Improvement Project,MO,9.01,731
2009,Jan,15000.0,8,Driveway,SD,15.4,646
2009,Jan,10000.0,2,Furniture-Fixtures,FL,0.86,599
